characters_count,and_or_count,blank_line,capital_start,end_dot,imperative_start,wrap_to_72,verb_direct_obj,changed_files_count,changes_methods_count,files_to_body_ratio,methods_to_body_ratio,methods_long,methods_complexity,methods_parameters,added_lines,label
22,1,1,1,1,0,1,0,3,37,0,0,1,-1,0.55,126,bad
18,1,1,1,1,0,1,0,3,31,0,0,0.6,0.27,0.33,62,bad
34,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
34,0,1,1,1,0,0,0,26,300,0,0,0.84,0.35,0.48,1152,bad
38,1,1,1,1,1,1,1,10,11,0,0,-1,-1,-1,22,neutral
39,0,1,1,1,0,1,0,6,6,0,0,0.33,-1,0.33,30,bad
53,0,1,1,1,1,1,1,1,2,1,0,1,-1,1,2,good
37,1,1,1,1,1,1,1,12,40,0,0,-1,-1,-1,65,neutral
58,0,1,1,1,1,1,1,12,21,0,0,-1,-1,-1,47,bad
42,1,1,1,1,1,1,1,11,15,0.09,0,1,-1,1,174,bad
26,1,1,1,1,1,1,1,11,12,0,0,-1,1,0.67,76,neutral
32,1,1,1,1,1,1,0,12,11,0,0,0.64,-1,0.55,9,neutral
41,1,1,1,1,1,0,1,2,3,0,0,-1,1,-1,36,good
37,1,1,1,1,1,0,0,1,1,0,0,-1,-1,-1,1,neutral
30,1,1,1,1,1,1,1,4,2,0.25,0,0.1,1,0.1,103,good
35,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,-1,212,good
45,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,good
56,0,1,1,1,1,1,0,2,18,0.5,0,1,1,-1,52,neutral
55,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,good
33,1,1,1,1,1,1,1,17,16,0,0.12,-1,0.6,-1,41,neutral
33,1,1,1,1,1,1,1,2,2,0,0,-1,1,-1,58,good
30,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,good
35,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,2,good
62,1,1,0,0,1,0,1,12,12,0,0.42,-1,-1,-1,30,neutral
53,1,1,0,0,1,1,1,13,34,0,0,-1,-1,-1,64,neutral
43,1,1,0,0,1,1,1,1,0,1,-1,-1,-1,-1,0,good
39,1,1,0,1,1,0,0,1,0,0,-1,-1,-1,-1,18,bad
31,1,1,0,1,1,0,1,4,4,0,0,-1,-1,-1,0,good
40,1,1,0,1,1,0,1,23,180,0,0.01,-1,-1,-1,497,bad
39,1,1,0,1,1,0,1,1,0,1,-1,-1,-1,-1,0,neutral
34,1,1,0,1,1,0,1,6,2,0,0,1,-1,1,8,good
50,1,1,0,0,1,1,1,16,64,0,0,-1,-1,-1,115,neutral
35,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,-1,27,good
52,1,1,0,0,1,1,1,2,8,0,0,-1,-1,-1,22,neutral
79,1,1,1,0,1,0,1,3,2,0,0,-1,-1,-1,17,bad
38,1,1,1,0,1,1,1,4,2,0,0,-1,-1,-1,18,good
61,1,1,0,0,1,1,1,1,0,0,-1,-1,-1,-1,6,good
60,1,1,1,0,1,1,1,2,0,0,-1,-1,-1,-1,11,good
75,1,1,1,0,1,0,1,1,25,1,0,0.25,-1,-1,32,neutral
56,1,1,0,0,1,1,1,4,4,0,0,-1,-1,-1,33,neutral
57,1,1,0,0,1,1,1,6,4,0,0,-1,-1,-1,11,neutral
55,1,1,0,0,1,1,1,4,6,0,0,-1,-1,-1,11,neutral
55,1,1,0,0,1,1,1,7,0,0,-1,-1,-1,-1,39,neutral
57,1,1,0,0,1,1,1,12,40,0,0,-1,-1,-1,63,neutral
66,1,1,1,0,1,1,1,1,41,1,0,-1,0.33,0.78,79,neutral
39,1,1,1,0,1,1,1,1,0,1,-1,-1,-1,-1,54,neutral
51,1,1,0,0,1,1,1,4,3,0,0,-1,-1,-1,12,neutral
29,1,1,1,0,1,1,1,1,1,0,0,-1,1,-1,27,good
26,1,1,1,0,1,1,1,5,5,0,0.2,0.73,1,0.73,98,neutral
60,1,1,1,0,1,0,1,1,15,1,0,-1,1,1,63,neutral
29,1,1,1,0,0,0,0,6,2,0.17,1,-1,-1,-1,12,neutral
40,1,1,1,1,1,0,1,1,0,0,-1,-1,-1,-1,8,good
49,1,1,1,0,1,1,1,2,3,0.5,0.33,-1,-1,-1,41,good
49,1,1,1,0,1,0,1,1,2,1,0.5,1,1,1,3,good
69,1,1,1,0,1,1,1,3,0,0.67,-1,-1,-1,-1,5,good
37,1,1,1,1,1,0,1,1,1,0,1,-1,-1,-1,0,good
29,1,1,1,1,1,0,1,28,214,0,0,-1,-1,-1,760,bad
35,1,1,1,1,1,0,1,1,0,1,-1,-1,-1,-1,7,good
36,1,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,0,good
66,0,1,1,0,1,0,1,9,15,0,0.67,0.09,-1,0.09,23,good
56,1,1,1,0,1,1,1,3,0,0,-1,-1,-1,-1,0,neutral
36,1,1,1,0,1,0,1,4,1,0,0,1,-1,1,5,good
80,1,1,1,0,1,0,1,4,1,0.25,0,1,1,1,16,bad
15,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,good
58,1,1,1,0,1,1,1,2,0,1,-1,-1,-1,-1,5,good
61,1,1,0,0,1,1,1,3,3,0,0,-1,-1,-1,14,good
34,1,1,0,0,1,1,1,2,6,0,0,1,1,1,17,good
64,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,-1,0,good
68,1,1,0,0,1,1,1,3,5,0,0,-1,-1,-1,32,neutral
22,1,1,1,1,1,1,1,2,3,1,0,1,-1,1,0,good
69,0,1,1,0,1,1,1,19,0,0,-1,-1,-1,-1,160,bad
40,1,1,1,1,1,1,1,2,1,0.5,0,-1,-1,-1,5,good
52,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,-1,1,good
53,1,1,1,0,1,1,1,2,0,0.5,-1,-1,-1,-1,5,good
50,1,1,0,0,1,1,1,5,10,0,0,-1,-1,-1,21,good
51,1,1,1,0,1,0,1,1,1,1,0,-1,-1,-1,2,neutral
53,1,1,1,1,1,1,1,2,0,1,-1,-1,-1,-1,15,good
55,1,1,1,1,1,1,1,2,0,1,-1,-1,-1,-1,5,good
63,1,1,0,0,1,1,1,4,3,0,0,-1,-1,-1,12,good
37,1,1,1,0,1,0,1,6,1,0.5,0,1,0.73,1,61,good
61,1,1,1,0,1,1,1,3,0,0.33,-1,-1,-1,-1,14,good
53,1,1,1,0,1,1,1,3,2,0.33,0.5,1,1,1,12,good
61,1,1,1,0,1,1,1,1,1,1,0,1,-1,1,5,good
44,1,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,1,good
29,1,1,1,0,1,1,0,1,0,0,-1,-1,-1,-1,1,neutral
43,1,1,1,0,1,1,1,1,1,0,1,1,1,1,3,good
55,1,1,1,1,1,1,1,1,2,0,1,1,1,1,7,good
46,1,1,0,1,1,1,1,1,2,1,0,1,-1,1,0,good
62,1,1,0,1,1,1,1,1,4,1,0,-1,1,-1,6,good
29,1,1,1,0,1,1,0,2,0,0,-1,-1,-1,-1,4,neutral
64,1,1,1,1,1,1,1,2,5,0,0,1,-1,1,17,good
20,1,1,1,0,1,1,1,1,0,1,-1,-1,-1,-1,20,good
65,1,1,1,0,1,1,1,3,0,0,-1,1,1,1,69,neutral
31,1,1,1,0,1,1,1,6,0,0,-1,-1,-1,-1,115,neutral
47,1,1,1,0,1,1,1,5,0,0,-1,0.33,1,0.53,239,bad
92,1,1,1,0,1,0,1,2,2,0,0,-1,1,1,44,bad
73,0,1,1,0,1,0,1,5,0,0,-1,-1,-1,-1,59,bad
70,1,1,1,0,1,1,1,6,0,0,-1,-1,-1,-1,195,bad
59,0,1,1,0,1,1,1,3,3,0,0,0.13,1,1,52,good
41,1,1,1,0,1,1,1,35,0,0,-1,0.64,0.7,0.82,28854,bad
48,1,1,1,0,1,1,1,6,0,0,-1,1,1,1,80,good
51,1,1,1,0,1,1,1,3,0,0,-1,-1,-1,-1,60,neutral
41,1,1,1,0,1,1,0,1,1,0,0,-1,1,1,48,good
45,1,1,1,0,1,1,1,3,4,0,0,0.36,1,0.91,23,good
50,1,1,1,0,1,0,1,3,3,0,0,-1,1,0.8,74,good
58,0,1,1,0,1,0,1,3,7,0,0.14,0.16,1,0.71,128,neutral
17,1,1,1,0,0,1,0,1,1,0,0,-1,-1,-1,1,neutral
76,1,1,1,0,1,0,1,7,4,0,0,0.32,1,0.29,160,bad
45,1,1,1,0,1,1,1,1,3,0,0,1,1,1,26,good
67,1,1,1,0,1,1,1,4,7,0,0,0.75,0.9,1,161,neutral
39,1,1,1,0,1,1,1,2,4,0,0,1,0.43,1,31,good
52,1,1,1,0,1,1,1,3,17,0,0,1,1,1,92,neutral
39,1,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,1,good
50,1,1,1,0,1,1,1,5,9,0,0,0.17,1,0.17,65,neutral
44,1,1,1,0,1,0,1,4,14,0,0.07,0.39,1,0.63,145,neutral
34,1,1,1,0,1,1,1,4,7,0,0,1,1,1,65,good
44,1,1,1,0,1,1,1,4,4,0,0,0.23,1,1,57,good
49,1,1,1,0,1,1,1,4,10,0,0,0.46,0.79,0.67,226,bad
66,0,1,1,0,1,1,1,2,1,0,0,-1,-1,-1,13,neutral
62,1,1,1,0,1,1,1,4,4,0,0,-1,0.93,-1,85,neutral
48,1,1,1,0,1,1,1,1,7,0,0.14,-1,1,-1,21,good
72,1,1,1,0,1,0,1,4,4,0,0,0.41,0.59,0.41,116,bad
56,1,1,1,0,1,1,1,1,19,0,0,0.33,0.78,0.67,97,neutral
54,1,1,1,0,1,1,1,1,3,0,0,-1,1,0.55,20,good
37,1,1,1,0,1,1,1,1,1,0,0,1,-1,1,1,good
45,1,1,1,0,1,0,1,3,9,0,0.11,0.34,1,0.76,158,neutral
54,1,1,1,0,1,1,1,1,3,0,0,1,-1,1,53,good
66,1,1,1,0,1,1,1,2,1,0,0,-1,1,1,42,good
62,1,1,1,0,1,1,1,2,3,0,0,-1,1,0.96,53,neutral
48,1,1,1,0,1,1,1,2,1,0,0,-1,1,-1,16,good
62,1,1,1,0,1,1,1,3,6,0,0,-1,1,0.64,90,neutral
47,1,1,1,0,1,1,1,2,6,0,0,-1,-1,-1,22,good
74,1,1,1,0,1,0,0,2,3,0,0,0.75,1,1,31,bad
87,0,1,1,0,1,0,1,3,2,0,0,1,-1,-1,18,bad
67,1,1,1,0,1,1,1,3,1,0,0,-1,1,-1,12,neutral
55,1,1,1,0,1,1,1,5,5,0,0,0.93,0.78,0.93,203,neutral
57,1,1,1,0,1,1,1,1,18,0,0,1,0.67,1,77,good
57,1,1,1,0,1,1,1,3,4,0,0,-1,1,1,46,good
47,1,1,1,0,1,1,1,1,1,0,0,-1,1,1,11,good
46,1,1,1,0,1,1,1,3,1,0,1,-1,-1,-1,5,good
64,1,1,1,0,1,0,1,3,3,0,0,0.13,1,0.05,149,neutral
38,1,1,1,0,1,1,1,1,2,0,0.5,1,-1,1,42,good
58,1,1,1,0,1,1,1,4,9,0,0.22,1,0.92,1,55,good
68,1,1,1,0,1,1,1,4,7,0,0,-1,1,-1,44,good
29,1,1,1,0,1,1,1,3,9,0,0,1,1,1,32,good
71,1,1,1,0,1,0,1,2,2,0,0,0.75,1,1,13,neutral
43,1,1,1,0,1,1,1,1,1,0,1,-1,-1,-1,1,good
48,1,1,1,0,1,1,1,4,15,0,0,0.62,0.8,0.11,111,bad
60,1,1,1,0,1,1,1,4,19,0,0,0.9,1,0.9,31,good
65,1,1,1,0,1,1,1,2,1,0,0,1,1,1,6,good
53,1,1,1,0,1,1,1,5,1,0,0,-1,-1,-1,5,good
42,1,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,23,good
39,1,1,1,0,0,1,1,1,0,0,-1,-1,-1,-1,8,good
65,1,1,1,0,1,0,1,5,7,0,0,0.84,0.95,0.26,62,neutral
57,1,1,1,0,1,1,1,2,1,0,0,-1,-1,-1,8,good
53,1,1,1,0,1,1,1,4,11,0,0,0.35,0.69,0.69,123,bad
68,0,1,1,0,1,1,1,2,7,0,0,0.48,1,0.48,55,neutral
51,1,1,1,0,1,1,1,2,12,0,0.08,0.43,0.87,0.43,119,bad
43,1,1,1,0,1,1,1,3,2,0,0.5,1,1,1,18,good
58,1,1,1,0,1,1,1,5,7,0,0,0.19,0.24,0.97,84,neutral
42,1,1,1,0,1,1,1,1,2,0,0,1,0.33,1,7,good
52,1,1,1,0,1,0,1,3,2,0,0,-1,1,1,25,good
52,1,1,1,0,1,1,1,3,1,0,0,-1,1,-1,18,good
52,1,1,1,0,1,1,1,2,2,0,0,-1,1,-1,22,good
83,1,1,1,0,1,0,1,4,13,0,0.08,-1,-1,-1,36,bad
76,1,1,1,0,1,0,0,3,1,0,0,-1,1,-1,29,bad
42,1,1,1,0,1,1,1,1,0,0,-1,-1,-1,-1,21,good
68,1,1,1,0,1,1,1,3,2,0,0,0.06,1,1,49,neutral
64,1,1,1,0,1,1,1,2,1,0,0,-1,1,-1,12,good
65,1,1,1,0,1,1,1,3,8,0,0,-1,1,0.24,72,neutral
46,1,1,1,0,1,1,1,2,2,0,0,1,1,1,29,good
44,1,1,1,0,1,1,1,1,1,0,0,-1,1,1,3,good
68,1,1,1,0,0,1,1,2,1,0,0,1,-1,1,20,neutral
61,1,1,1,0,1,0,1,1,0,0,-1,-1,-1,-1,0,neutral
78,1,1,1,0,1,0,1,1,9,0,0,1,0.83,1,54,bad
79,1,1,1,0,1,0,1,3,4,0,0,1,0.8,1,10,bad
58,1,1,1,0,1,1,1,1,5,0,0.4,-1,-1,-1,38,good
81,1,1,1,0,1,0,1,1,1,0,0,-1,1,-1,16,bad
70,1,1,1,0,1,1,1,4,2,0,0,1,1,1,39,good
267,0,1,1,0,0,0,1,13,0,0,-1,0.76,1,1,394,bad
55,0,1,1,0,0,1,0,3,4,0,0,1,1,1,4,bad
82,1,1,1,0,1,0,1,1,1,0,0,-1,1,-1,3,bad
59,1,1,1,0,1,1,1,2,2,0,0,1,1,1,14,good
44,1,1,1,0,1,0,1,2,0,1,-1,-1,-1,-1,0,good
79,0,1,1,0,1,0,1,1,2,0,0,-1,0.33,0.67,10,bad
77,1,1,1,0,1,0,1,1,11,0,0,1,-1,1,22,bad
85,1,1,1,0,1,0,1,3,3,0,0,1,1,1,43,bad
38,1,1,1,0,1,0,1,3,0,0,-1,0.46,0.89,0.57,473,bad
51,1,1,1,0,1,1,1,2,0,0,-1,0.52,1,1,96,good
63,1,1,1,0,1,0,1,4,2,0,0,0.13,0.71,0.13,222,neutral
49,1,1,1,0,1,1,1,3,2,0,0,-1,-1,-1,14,good
69,1,1,1,1,1,1,1,5,0,0.6,-1,-1,-1,-1,85,neutral
23,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,42,good
54,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,1,good
16,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,2,neutral
40,1,1,1,1,1,1,0,1,0,1,-1,-1,-1,-1,1,good
24,1,1,1,1,0,1,1,1,0,0,-1,-1,-1,-1,1,good
50,0,1,1,1,1,1,1,10,0,0,-1,-1,-1,-1,297,bad
43,1,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,13,good
31,1,1,1,1,1,1,1,5,0,0,-1,-1,-1,-1,5,good
19,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,20,good
46,1,1,0,1,1,1,1,8,0,0,-1,-1,-1,-1,16,good
58,1,1,1,1,0,1,1,5,0,0,-1,-1,-1,-1,5,good
64,1,1,1,1,0,1,1,5,0,0,-1,-1,-1,-1,5,neutral
62,1,1,1,1,1,1,1,16,0,0,-1,-1,-1,-1,438,bad
15,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,-1,4,good
28,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,2,good
35,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,6,good
104,1,1,1,1,1,0,1,5,0,0,-1,-1,-1,-1,0,bad
19,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,good
24,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,good
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
11,1,1,0,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
18,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,-1,0,good
20,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,2,good
35,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,2,good
35,1,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,2,good
19,1,1,1,1,1,1,0,3,0,0,-1,-1,-1,-1,3,neutral
33,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,4,good
46,0,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,8,good
22,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,-1,12,good
39,1,1,1,1,0,1,1,6,0,0,-1,-1,-1,-1,6,good
115,1,1,1,1,1,0,1,6,0,0,-1,-1,-1,-1,0,bad
87,1,1,1,1,1,0,1,9,0,0.67,-1,-1,-1,-1,198,bad
49,1,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,6,good
17,1,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,6,good
45,0,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,66,bad
44,1,1,1,1,1,0,1,21,0,0.29,-1,-1,-1,-1,550,bad
59,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,-1,28,good
39,1,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,6,good
15,1,1,1,1,1,1,1,17,0,0,-1,-1,-1,-1,517,bad
35,0,1,1,1,1,1,0,2,0,0,-1,-1,-1,-1,2,neutral
22,1,1,1,1,0,1,0,3,0,0,-1,-1,-1,-1,3,bad
5,1,1,1,1,0,1,0,4,0,0,-1,-1,-1,-1,4,bad
15,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,8,good
30,1,1,1,1,1,1,1,4,0,0,-1,-1,-1,-1,4,good
33,1,1,1,0,1,1,1,10,0,0,-1,-1,-1,-1,60,neutral
75,1,1,1,1,0,0,0,1,0,0,-1,-1,-1,-1,1,bad
13,1,1,1,1,1,1,1,1,0,0,-1,-1,-1,-1,1,neutral
47,0,1,1,1,1,1,1,2,0,0,-1,-1,-1,-1,2,neutral
24,0,1,1,1,1,1,0,2,0,0,-1,-1,-1,-1,2,neutral
22,1,1,1,0,1,1,1,5,0,0,-1,-1,-1,-1,5,good
59,1,1,1,1,1,1,1,10,0,0,-1,-1,-1,-1,29,neutral
50,1,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,9,neutral
45,0,1,1,1,1,1,1,6,0,0,-1,-1,-1,-1,6,neutral
25,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,-1,3,neutral
35,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,-1,0,good
31,1,1,1,1,1,1,0,9,0,0,-1,-1,-1,-1,9,bad
16,1,1,1,1,0,1,0,1,0,1,-1,-1,-1,-1,20,neutral
4,1,1,0,1,0,1,0,1,0,0,-1,-1,-1,-1,1,bad
36,1,1,1,1,1,0,1,9,0,0,-1,-1,-1,-1,9,good
45,1,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,9,good
35,0,1,1,1,1,1,0,9,0,0,-1,-1,-1,-1,9,bad
50,0,1,1,1,1,1,1,4,0,0,-1,-1,-1,-1,10,neutral
35,1,1,1,1,1,1,0,9,0,0,-1,-1,-1,-1,18,good
29,1,1,1,1,0,1,0,1,0,0,-1,-1,-1,-1,1,neutral
13,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,-1,3,neutral
23,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,29,good
37,1,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,9,good
59,0,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,9,neutral
26,1,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,0,good
58,1,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,54,neutral
31,1,1,1,1,1,1,0,9,0,0,-1,-1,-1,-1,9,bad
26,1,1,1,1,0,1,0,10,0,0,-1,-1,-1,-1,46,bad
49,1,1,1,1,0,1,1,3,0,0,-1,-1,-1,-1,6,good
38,0,1,1,1,1,1,0,9,0,0,-1,-1,-1,-1,9,bad
7,1,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,9,bad
33,1,1,1,1,0,1,1,1,0,0,-1,-1,-1,-1,2,good
46,1,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,18,good
36,0,1,1,1,1,1,0,9,0,0,-1,-1,-1,-1,9,bad
78,0,1,1,1,1,0,0,7,0,0,-1,-1,-1,-1,48,bad
32,1,1,1,1,1,1,1,14,0,0.21,-1,-1,-1,-1,542,bad
76,0,1,1,1,1,0,1,5,0,0.4,-1,-1,-1,-1,11,bad
36,0,1,1,1,1,1,0,9,0,0,-1,-1,-1,-1,9,bad
20,1,1,0,1,1,1,1,3,0,0,-1,-1,-1,-1,3,good
64,1,1,0,1,0,1,1,1,0,1,-1,-1,-1,-1,1,neutral
75,1,1,1,1,1,0,1,2,0,0,-1,-1,-1,-1,64,neutral
13,1,1,1,1,1,1,1,24,0,0,-1,-1,-1,-1,768,bad
37,1,1,1,1,0,1,1,13,0,0,-1,-1,-1,-1,39,neutral
28,1,1,1,1,1,1,1,13,0,0,-1,-1,-1,-1,26,neutral
36,0,1,1,1,1,1,1,9,0,0,-1,-1,-1,-1,9,neutral
26,1,1,1,1,1,1,0,3,0,0,-1,-1,-1,-1,3,neutral
83,1,1,1,1,1,0,1,4,0,0,-1,-1,-1,-1,4,bad
76,0,1,1,1,1,0,1,7,0,0,-1,-1,-1,-1,9,bad
57,1,1,1,1,1,1,1,1,0,1,-1,-1,-1,-1,3,good
184,0,1,1,1,1,0,1,1,0,1,-1,-1,-1,-1,2,bad
28,1,1,1,1,1,1,1,3,0,0,-1,-1,-1,-1,3,good
